lemma	wordform	tags	checked
ɛtti	ɛtti	V.PTCP;PRS	TRUE
ɛtti	ɛttijən	V;PRS;INFER;ARGNO2;ARGNOS	TRUE
ɛtti	ɛtλ	V;PRS;ARGNO3;ARGNOS	TRUE
ɛtλˊəti	ɛtλˊəs	V;PST;ARGNO3;ARGNOS	TRUE
ɛtλˊəti	ɛtλˊəλ	V;PRS;ARGNO3;ARGNOS	TRUE
ɛtλˊəti	ɛtλˊəλəw	V;PRS;ARGNO1;ARGNOP	TRUE
ɛtλˊəti	ɛtλˊs	V;PST;ARGNO3;ARGNOS	TRUE
ɛtλˊəti	ɛtλˊλət	V;PRS;ARGNO3;ARGNOP	TRUE
ɛtλˊəti	ɛtλˊλəw	V;PRS;ARGNO1;ARGNOP	TRUE
ɛtti	ɛtλət	V;PRS;ARGNO3;ARGNOP	TRUE
ɛλ	ɛλ	N;NOM;SG	TRUE
ɛλəp	ɛλəp	ADJ	TRUE
ɛλəp	ɛλəpλaλ	N;PL;PSS3S;NOM	TRUE
ɛλti	ɛλəs	V;PST;ARGNO3;ARGNOS	TRUE
ɛλ	ɛλəλ	N;PSS3S;NOM;SG	TRUE
ɛλti	ɛλəλ	V;PRS;ARGNO3;ARGNOS	TRUE
ɛλəməti	ɛλməλət	V;PRS;ARGNO3;ARGNOP	TRUE
ɛλəp	ɛλpəλ	N;PSS3S;NOM;SG	TRUE
ɛλti	ɛλti	ADV	TRUE
ɛλti	ɛλti	ADP	TRUE
ɛλ	ɛλλaλ	N;PSS3S;NOM;PL	TRUE
i	i	CONJ	TRUE
i	i	NUM	TRUE
i	i	PART	TRUE
i	i	ADV	TRUE
iki	iken	N;PSS2S;NOM;SG	TRUE
iki	ikena	N;PSS2S;DAT;SG	TRUE
iki	ikenən	N;PSS2S;LOC;SG	TRUE
iki	ikeŋən	N;DU;NOM	TRUE
iki	iket	N;PL;NOM	TRUE
iki	ikew	N;PSS1P;NOM;SG	TRUE
iki	ikeλ	N;PSS3S;NOM;SG	TRUE
iki	ikeλa	N;PSS3S;DAT;SG	TRUE
iki	ikeλən	N;PSS3S;LOC;SG	TRUE
iki	ikɛm	N;PSS1S;NOM;SG	TRUE
iki	iki	N;NOM;SG	TRUE
ikije	ikija	N;DAT;SG	TRUE
ikije	ikije	N;NOM;SG	TRUE
ikije	ikijen	N;PSS2S;NOM;SG	TRUE
ikije	ikijɛm	N;PSS1S;NOM;SG	TRUE
ikileŋki	ikileŋken	N;PSS2S;NOM;SG	TRUE
ikileŋki	ikileŋki	N;NOM;SG	TRUE
ikileŋki	ikileŋkija	N;DAT;SG	TRUE
ikileŋki	ikileŋkiλan	N;PL;PSS2S;NOM	TRUE
ikilɛ	ikilɛ	N;NOM;SG	TRUE
ikilɛ	ikilɛn	N;PSS2S;NOM;SG	TRUE
ikilɛ	ikilɛλ	N;PSS3S;NOM;SG	TRUE
ikišiwi	ikišiwi	N;NOM;SG	TRUE
iki	ikiλam	N;PL;PSS1S;NOM	TRUE
iki	ikiλaw	N;PL;PSS1P;NOM	TRUE
iki	ikiλaλ	N;PL;PSS3P;NOM	TRUE
imi	imen	N;PSS2S;NOM;SG	TRUE
imi	imen	N;PSS{2/3}D;NOM;SG	TRUE
imi	imen	N;PSS2P;NOM;SG	TRUE
imi	imen	N;PSS{2/3}D;NOM;SG	TRUE
imi	imena	N;PSS2S;DAT;SG	TRUE
imi	imeŋən	N;DU;NOM	TRUE
imi	imeŋən	N;DU;NOM	TRUE
imi	imet	N;PL;NOM	TRUE
imi	imeta	N;PL;DAT	TRUE
imi	imew	N;PSS1P;NOM;SG	TRUE
imi	imeλ	N;PSS3P;NOM;SG	TRUE
imi	imeλ	N;PSS3S;NOM;SG	TRUE
imi	imeλən	N;PSS3P;NOM;PL	TRUE
imi	imeλən	N;PSS{2/3}D;NOM;PL	TRUE
iməλtijən	iməλtijən	ADV	TRUE
imi	imɛm	N;PSS1S;NOM;SG	TRUE
imi	imɛmn	N;PSS1D;NOM;SG	TRUE
imi	imi	N;NOM;SG	TRUE
imije	imija	N;DAT;SG	TRUE
imije	imije	N;NOM;SG	TRUE
imije	imijen	N;PSS2S;NOM;SG	TRUE
imileŋki	imileŋken	N;PSS2S;NOM;SG	TRUE
imileŋki	imileŋkeλən	N;PSS2P;LOC;PL	TRUE
imileŋki	imileŋki	N;NOM;SG	TRUE
imilɛ	imilɛ	N;NOM;SG	TRUE
imilɛ	imilɛn	N;PSS2S;NOM;SG	TRUE
imilɛ	imilɛλ	N;PSS3S;NOM;SG	TRUE
imitɵti	imitɵs	V;PST;ARGNO3;ARGNOS	TRUE
imi	imiλan	N;PL;PSS2S;NOM	TRUE
imi	imiλaw	N;PL;PSS1P;NOM	TRUE
imi	imiλaλ	N;PL;PSS3S;NOM	TRUE
imuλti	imuλti	PRO;NOM;SG	TRUE
imuλti	imuλtijən	PRO;LOC;SG	TRUE
in	in	ADJ	TRUE
in	in	ADV	TRUE
inmɵnti	inmɵnti	ADV	TRUE
ińśəsti	ińśəs	V;PST;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsa	V;PASS;PST;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsəs	V;PST;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsət	V;PST;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsəλ	V;PRS;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsəλən	V;PST;ARGNO2;ARGNOP;ARGACS	TRUE
ińśəsijəλti	ińśəsijəλλa	V;PRS;PASS;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəssəm	V;PST;ARGNO1;ARGNOS	TRUE
ińśəsti	ińśəssəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	TRUE
ińśəsti	ińśəssɛm	V;PST;ARGNO1;ARGNOS;ARGACS	TRUE
ińśəsti	ińśəsti	V.PTCP;PRS	TRUE
ińśəsti	inśəsλ	V;PRS;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsλa	V;PRS;PASS;ARGNO3;ARGNOS	TRUE
ińśəsti	ińśəsλajəm	V;PRS;PASS;ARGNO1;ARGNOS	TRUE
ińśəsti	ińśəsλajən	V;PRS;PASS;ARGNO2;ARGNOS	TRUE
ińśəsti	ińśəsλajət	V;PRS;PASS;ARGNO3;ARGNOP	TRUE
ińśəsti	ińśəsλajŋən	V;PRS;PASS;ARGNO3;ARGNOD	TRUE
ińśəsti	ińśəsλaλe	V;PRS;PASS;ARGNO3;ARGNOS;ARGAC	TRUE
ińśəsti	ińśəsλəm	V;PRS;ARGNO1;ARGNOS	TRUE
ińśəsti	ińśəsλəλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	TRUE
ińśəsti	ińśəsλɛm	V;PRS;ARGNO1;ARGNOS;ARGACS	TRUE
ińśməti	ińśməs	V;PST;ARGNO3;ARGNOS	TRUE
ińśməti	ińśməsi	V;PST;PASS;ARGNO3;ARGNOS	TRUE
ińśməti	ińśməsλe	V;PST;ARGNO3;ARGNOS;ARGAC	TRUE
ińśməti	ińśməλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	TRUE
ipʉš	ipʉš	ADV	TRUE
irɛmti	irɛməs	V;PST;ARGNO3;ARGNOS	TRUE
irt	irtən	N;LOC;SG	TRUE
is	is	N;NOM;SG	TRUE
isa	isa	ADV	TRUE
isa	isa	NUM	TRUE
isa	isašək	ADV;COMP	TRUE
išək	išək	N;NOM;SG	TRUE
išəkti	išəksa	V;PST;PASS;ARGNO3;ARGNOS	TRUE
is	isəλ	N;PSS3S;NOM;SG	TRUE
iśi	iśi	ADV	TRUE
iśi	iśi	ADJ	TRUE
iśi	iśi	CONJ	TRUE
iśimurt	iśimurt	ADV	TRUE
iśipa	iśipa	PART	TRUE
iśipʉλˊaŋ	iśipʉλˊaŋ	ADV	TRUE
iśiti	iśiti	ADV	TRUE
iškaśti	iškaśλ	V;PRS;ARGNO3;ARGNOS	TRUE
iśki	iśki	ADJ	TRUE
iśki	iśki	N;NOM;SG	TRUE
iśki	iśkijen	N;LOC;SG	TRUE
iśəmti	iśməs	V;PST;ARGNO3;ARGNOS	TRUE
iśəmti	iśməsi	V;PST;PASS;ARGNO3;ARGNOS	TRUE
iśəmti	iśməsλe	V;PST;ARGNO3;ARGNOS;ARGAC	TRUE
išńi	išńi	N;NOM;SG	TRUE
išńi	išńiλaλ	N;PL;PSS3S;NOM	TRUE
išniχʉp	išniχʉpa	N;DAT;SG	TRUE
it	it	NUM	TRUE
it	ita	N;DAT;SG	TRUE
it	itew	N;SG;PSS1P;NOM	TRUE
it	iteλ	N;PSS3P;SG;NOM	TRUE
it	itəλ	N;PSS3S;SG;NOM	TRUE
it	itɛm	N;PSS1S;SG;NOM	TRUE
iti	iti	ADP	TRUE
iti	iti	CONJ	TRUE
iλ	iλ	ADJ	TRUE
iλ	iλ	ADV	TRUE
iλampa	iλampa	ADV	TRUE
iλi	iλi	ADV	TRUE
iλɛsλəsti	iλiɛsəλsa	V;PST;PASS;ARGNO3;ARGNOS	TRUE
iλiɛsλəmtti	iλiɛsλəmtəs	V;PST;ARGNO3;ARGNOS	TRUE
iλipitti	iλipitəs	V;PST;ARGNO3;ARGNOS	TRUE
iλipitti	iλipitmaλən	V;PST;ARGNO3;ARGNOS;TAXIS	TRUE
iλirakənti	iλiraknəs	V;PST;ARGNO3;ARGNOS	TRUE
iλisɛwərti	iλisɛwərti	V.PTCP;PRS	TRUE
iλiʉλti	iλiʉλa	V;IMP;ARGNO2;ARGNOS	TRUE
iλiwʉχəλti	iλiwʉχəλti	V.PTCP;PRS	TRUE
iλiwʉχəλti	iλiwʉχəλλəm	V;PRS;ARGNO1;ARGNOS	TRUE
iλiwʉχəλti	iλiwʉχλəs	V;PST;ARGNO3;ARGNOS	TRUE
iλpi	iλpeλən	ADP;PSS3S;LOC	TRUE
iλpi	iλpi	ADP	TRUE
iλpija	iλpija	ADP	TRUE
iλpi	iλpija	ADP;DAT	TRUE
iλpija	iλpija	ADP	TRUE
iλpijən	iλpijən	ADP;LOC	TRUE
iλpi	iλpijən	ADP;LOC	TRUE
iλpijən	iλpijən	ADP	TRUE
iλta	iλta	ADV	TRUE
iλʉλti	iλʉλəs	V;PST;ARGNO3;ARGNOS	TRUE
iλiʉλti	iλʉλsəŋən	V;PST;ARGNO3;ARGNOD	TRUE
iλλi	iλλi	ADV	TRUE
iχətti	iχətman	V.CVB	TRUE
iχətti	iχətsəm	V;PST;ARGNO1;ARGNOS	TRUE
iχətti	iχətsəλəw	V;PST;ARGNO1;ARGNOP;ARGAC{D/P}	TRUE
iχətti	iχətsəλλe	V;PST;ARGNO1;ARGNOS;ARGAC	TRUE
iχətti	iχətλa	V;PRS;PASS;ARGNO3;ARGNOS	TRUE
iχətti	iχtəm	V.PTCP;PST	TRUE
iχuśjaŋ	iχuśjaŋ	NUM	TRUE
ja	ja	PART	TRUE
jaj	jaj	N;NOM;SG	TRUE
jaj	jajəλ	N;PSS3S;NOM;SG	TRUE
jaj	jajəλən	N;PL;LOC	TRUE
jaj	jajɛm	N;PSS1S;NOM;SG	TRUE
jaj	jajɛmn	N;PSS1S;LOC;SG	TRUE
jaj	jajλam	N;PL;PSS1S;NOM	TRUE
jaj	jajλamən	N;PL;PSS1S;LOC	TRUE
jaj	jajλaλ	N;PL;PSS3S;NOM	TRUE
jaj	jajλɛm	N;PL;PSS1S;NOM	TRUE
jak	jak	N;NOM;SG	TRUE
jăkan	jăkan	N;NOM;SG	TRUE
jakti	jakəm	V.PTCP;PST	TRUE
jak	jakət	N;PL;NOM	TRUE
jakti	jakəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jakijəλti	jakijəλλe	V;PRS;ARGNO1;ARGNOS;ARGAC	TRUE
jakti	jakman	V.CVB	TRUE
jakti	jaksa	V;PST;PASS;ARGNO3;ARGNOS	TRUE
jakti	jaksət	V;PST;ARGNO3;ARGNOP	TRUE
jakti	jakteλ	V;PRS;INFER;ARGNO3;ARGNOS	TRUE
jakti	jakti	V.PTCP;PRS	TRUE
jakti	jakλət	V;PRS;ARGNO3;ARGNOP	TRUE
jakti	jakλəw	V;PRS;ARGNO1;ARGNOP	TRUE
jalańiki	jalańiket	N;PL;NOM	TRUE
jalańiki	jalańikeλ	N;PSS3S;NOM;SG	TRUE
jalańiki	jalańikeλən	N;PSS3S;LOC;SG	TRUE
jalańiki	jalańiki	N;NOM;SG	TRUE
jalańiki	jalańikijən	N;LOC;SG	TRUE
jalańjʉχ	jalańjʉχ	N;NOM;SG	TRUE
jăm	jăm	ADJ	TRUE
jăma	jăma	ADV	TRUE
jăma	jămašək	ADV;COMP	TRUE
jămaśti	jămaśsəmən	V;PST;ARGNO1;ARGNOD	TRUE
jămaśti	jămaśsəŋən	V;PST;ARGNO3;ARGNOD	TRUE
jămaśti	jămaśti	V.PTCP;PRS	TRUE
jăməs	jăməs	ADV	TRUE
jămijewa	jămijewa	ADV	TRUE
jămkɛm	jămkɛm	ADV	TRUE
jămpɛlək	jămpɛlək	N;NOM;SG	TRUE
jăm	jămšək	ADJ;COMP	TRUE
jămsijewa	jămsijewa	ADV	TRUE
jăna	jăna	INTJ	TRUE
janas	janas	PRO;NOM;SG	TRUE
jańəλˊśəti	jańəλˊśəsijəŋən	V;PST;PASS;ARGNO3;ARGNOD	TRUE
jańśti	jańśe	V;IMP;ARGNOS;ARGACS;ARGNO2	TRUE
jańśti	jańśəm	V.PTCP;PST	TRUE
jańśti	jańśəs	V;PST;ARGNO3;ARGNOS	TRUE
jańśti	jańśəsa	V;PST;PASS;ARGNO3;ARGNOS	TRUE
jańśti	jańśəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jańśti	jăńśəλəmən	V;PRS;ARGNO1;ARGNOD	TRUE
jańśɛməti	jańśɛməs	V;PST;ARGNO3;ARGNOS	TRUE
jańśɛməti	jańśɛməti	V.PTCP;PRS	TRUE
jańśɛmijəλti	jańśɛmijəλəs	V;PST;ARGNO3;ARGNOS	TRUE
jańśi	jańśi	V.PTCP;PRS	TRUE
jańśijəλti	jańśijλsət	V;PST;ARGNO3;ARGNOP	TRUE
jańśijəλti	jańśijλsəw	V;PST;ARGNO1;ARGNOP	TRUE
jańśti	jańśmaλ	V;PST;INFER;ARGNO3;ARGNOS	TRUE
jańśi	jańśmeλ	V;PST;INFER;ARGNO3;ARGNOP	TRUE
jańśti	jăńśmeλ	V;PST;INFER;ARGNO3;ARGNOP	TRUE
jańśti	jańśsət	V;PST;ARGNO3;ARGNOP	TRUE
jańśi	jańśsət	V;PST;ARGNO3;ARGNOP	TRUE
jańśti	jańśsəw	V;PST;ARGNO1;ARGNOP	TRUE
jańśti	jańśsɛm	V;PST;ARGNO1;ARGNOS;ARGACS	TRUE
jańśti	jańśti	V.PTCP;PRS	TRUE
jańśtut	jańśtut	N;NOM;SG	TRUE
jańśti	jańśλen	V;PRS;ARGNO2;ARGNOS	TRUE
jańśti	jańśλəm	V;PRS;ARGNO1;ARGNOS	TRUE
jańśti	jańśλəmən	V;PRS;ARGNO1;ARGNOD	TRUE
jańśti	jańśλɛm	V;PRS;ARGNO1;ARGNOS;ARGACS	TRUE
jańśti	jăńλət	V;PRS;ARGNO3;ARGNOP	TRUE
jańśti	jăńλəλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	TRUE
jańλi	jańλi	ADJ	TRUE
jaŋ	jaŋ	NUM	TRUE
jaŋ	jaŋkɛm	NUM	TRUE
jăŋχti	jăŋλəmən	V;PRS;ARGNO1;ARGNOD	TRUE
jăŋχti	jăŋχa	V;IMP;ARGNOS;ARGNO2	TRUE
jăŋχti	jăŋχəm	V.PTCP;PST	TRUE
jăŋχti	jăŋχəmɛmən	V;PST;INFER;ARGNO1;ARGNOD	TRUE
jăŋχti	jăŋχəs	V;PST;ARGNO3;ARGNOS	TRUE
jăŋχti	jăŋχəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jăŋχti	jăŋχəλən	V;PRS;ARGNO2;ARGNOS	TRUE
jăŋχɛməti	jăŋχɛməti	V.PTCP;PRS	TRUE
jăŋχijəλti	jăŋχijəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jăŋχijəλti	jăŋχijəλəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jăŋχijəλti	jăŋχijəλsaŋən	V;PST;PASS;ARGNO3;ARGNOD	TRUE
jăŋχijəλti	jăŋχijəλsət	V;PST;ARGNO3;ARGNOP	TRUE
jăŋχijəλti	jăŋχijəλti	V.PTCP;PRS	TRUE
jăŋχijəλti	jăŋχijəλλəm	V;PRS;ARGNO1;ARGNOS	TRUE
jăŋχijəλti	jăŋχijəλλəŋən	V;PRS;ARGNO3;ARGNOD	TRUE
jăŋχijəλti	jăŋχijəλλəw	V;PRS;ARGNO1;ARGNOP	TRUE
jăŋχijəλti	jăŋχijəλλɛmən	V;PRS;ARGNO1;ARGNOD;ARGACS	TRUE
jăŋχijəλti	jăŋχijλsəm	V;PST;ARGNO1;ARGNOS	TRUE
jăŋχijəλti	jăŋχijλλəm	V;PRS;ARGNO1;ARGNOS	TRUE
jăŋχijəλti	jăŋχijλλəmən	V;PRS;ARGNO1;ARGNOD	TRUE
jăŋχijəλti	jăŋχijλλət	V;PRS;ARGNO3;ARGNOP	TRUE
jăŋχti	jăŋχman	V.CVB	TRUE
jăŋχti	jăŋχmaλ	V;PST;INFER;ARGNO3;ARGNOS	TRUE
jăŋχti	jăŋχmɛmən	V;PST;INFER;ARGNO1;ARGNOD	TRUE
jăŋχti	jăŋχsəm	V;PST;ARGNO1;ARGNOS	TRUE
jăŋχti	jăŋχsəmən	V;PST;ARGNO1;ARGNOD	TRUE
jăŋχti	jăŋχsəŋən	V;PST;ARGNO3;ARGNOD	TRUE
jăŋχti	jăŋχsət	V;PST;ARGNO3;ARGNOP	TRUE
jăŋχti	jăŋχsəti	V;PST;ARGNO2;ARGNOP	TRUE
jăŋχti	jăŋχsəw	V;PST;ARGNO1;ARGNOP	TRUE
jăŋχti	jăŋχsɛmən	V;PST;ARGNO1;ARGNOD;ARGACS	TRUE
jăŋχti	jăŋχti	V.PTCP;PRS	TRUE
jăŋχti	jăŋχλen	V;PRS;ARGNO2;ARGNOS;ARGACS	TRUE
jăŋχti	jăŋχλəm	V;PRS;ARGNO1;ARGNOS	TRUE
jăŋχti	jăŋχλəmən	V;PRS;ARGNO1;ARGNOD	TRUE
jăŋχti	jăŋχλən	V;PRS;ARGNO2;ARGNOS	TRUE
jăŋχti	jăŋχλəŋən	V;PRS;ARGNO3;ARGNOD	TRUE
jăŋχti	jăŋχλət	V;PRS;ARGNO3;ARGNOP	TRUE
jăŋχti	jăŋχλəw	V;PRS;ARGNO1;ARGNOP	TRUE
jăŋχti	jăŋχλɛm	V;PRS;ARGNO1;ARGNOS;ARGACS	TRUE
jăŋχti	jăŋχλɛmən	V;PRS;INFER;ARGNO1;ARGNOD;ARGACS	TRUE
jăpali	jăpalen	N;NOM;PSS2S;SG	TRUE
jăpali	jăpali	N;NOM;SG	TRUE
jăplɛməti	jăplɛməλən	V;PRS;ARGNOS;ARGNO2	TRUE
jărsot	jărsot	NUM	TRUE
jărtjaŋ	jărtjaŋ	NUM	TRUE
jărtjaŋmit	jărtjaŋmit	ADJ	TRUE
jărχɵs	jărχɵs	NUM	TRUE
jăša	jăša	ADV	TRUE
jasəŋ	jasəŋ	N;NOM;SG	TRUE
jasəŋ	jasəŋa	N;DAT;SG	TRUE
jasəŋ	jasəŋən	N;LOC;SG	TRUE
jasəŋ	jasəŋət	N;PL;NOM	TRUE
jasəŋ	jasəŋn	N;LOC;SG	TRUE
jasəŋ	jasəŋλamən	N;PL;PSS1D;NOM	TRUE
jasəŋ	jasəŋλan	N;PL;PSS2S;NOM	TRUE
jasəŋ	jasəŋλaλ	N;PL;PSS3S;NOM	TRUE
jasəŋ	jasəŋλaλən	N;PL;PSS3S;LOC	TRUE
jasəŋ	jasŋen	N;PSS2S;NOM;SG	TRUE
jasəŋ	jasŋew	N;PSS1P;NOM;SG	TRUE
jasəŋ	jasŋewən	N;PSS1P;LOC;SG	TRUE
jasəŋ	jasŋeλ	N;PSS3P;NOM;SG	TRUE
jasəŋ	jasŋət	N;PL;NOM	TRUE
jasəŋ	jasŋəta	N;PL;DAT	TRUE
jasəŋ	jasŋəλ	N;PSS3S;NOM;SG	TRUE
jasəŋ	jasŋɛm	N;PSS1S;NOM;SG	TRUE
jasəŋ	jasŋɛma	N;PSS1S;DAT;SG	TRUE
jańśi	jaśsəŋən	V;PST;ARGNO3;ARGNOD	TRUE
jańśi	jaśsət	V;PST;ARGNO3;ARGNOP	TRUE
jastəti	jasta	V;IMP;ARGNO2;ARGNOS	TRUE
jastəti	jastəm	V.PTCP;PST	TRUE
jastəti	jastəs	V;PST;ARGNO3;ARGNOS	TRUE
jastəti	jastəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jastəti	jastəλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	TRUE
jăχa	jăχa	ADV	TRUE
jăχapitti	jăχapitsəŋən	V;PST;ARGNO3;ARGNOD	TRUE
jekər	jekər	N;NOM;SG	TRUE
jekər	jekəra	N;DAT;SG	TRUE
ješa	ješa	ADV	TRUE
ješaśti	ješaśsət	V;PST;ARGNO3;ARGNOP	TRUE
ješaśti	ješaśti	V.PTCP;PRS	TRUE
ješaśti	ješaśλət	V;PRS;ARGNO3;ARGNOP	TRUE
ješawɵλ	ješawɵλ	ADV	TRUE
jeśaλt	jeśaλt	ADP	TRUE
jeśaλt	jeśaλt	ADV	TRUE
jeśaλt	jeśaλta	ADP;DAT	TRUE
jeśaλt	jeśaλteλ	ADP;PSS3P	TRUE
jeśaλt	jeśaλteλa	ADP;PSS3P;DAT	TRUE
jeśaλt	jeśaλtɛm	ADP;PSS1S	TRUE
ješək	ješək	ADJ	TRUE
jetn	jetn	ADV	TRUE
jetn	jetn	N;NOM;SG	TRUE
jetn	jetna	N;DAT;SG	TRUE
jetn	jetnən	N;LOC;SG	TRUE
jetn	jetnətən	N;PL;LOC	TRUE
jetn	jetnəλ	N;PSS3S;NOM;SG	TRUE
jetšəti	jetša	V;IMP;ARGNOS;ARGNO2	TRUE
jetšəti	jetšəja	V;IMP;ARGNOS;ARGNO2	TRUE
jetšəti	jetšəm	V.PTCP;PST	TRUE
jetšəti	jetšəmaλ	V;PST;INFER;ARGNO3;ARGNOS	TRUE
jetšəptəti	jetšəptəsəm	V;PST;ARGNO1;ARGNOS	TRUE
jetšəti	jetšəs	V;PST;ARGNO3;ARGNOS	TRUE
jetšəti	jetšəsəm	V;PST;ARGNO1;ARGNOS	TRUE
jetšəti	jetšəsmən	V;PST;ARGNO1;ARGNOD	TRUE
jetšəti	jetšəti	V.PTCP;PRS	TRUE
jetšəti	jetšəλ	V;PRS;ARGNO3;ARGNOS	TRUE
jetšəti	jetšəλəm	V;PRS;ARGNO1;ARGNOS	TRUE
jetšɛməti	jetšɛma	V;IMP;ARGNOS;ARGNO2	TRUE
jew	jew	N;NOM;SG	TRUE
jew	jewən	N;LOC;SG	TRUE
jew	jewət	N;PL;NOM	TRUE
jew	jewətən	N;PL;LOC	TRUE
jeλ	jeλ	ADV	TRUE
jeλɛmti	jeλɛms	V;PST;ARGNO3;ARGNOS	TRUE
jeλɛmti	jeλɛmsa	V;PST;PASS;ARGNO3;ARGNOS	TRUE
jeλi	jeλi	ADV	TRUE
jeλi-juχi	jeλi-juχi	ADV	TRUE
jeλi	jeλišək	ADV;COMP	TRUE
jeλpijən	jeλpijən	ADP	TRUE
jeλpijən	jeλpijənən	ADP;LOC	TRUE
jeλλi	jeλλi	ADV	TRUE
jɛm	jɛm	ADJ	TRUE
jɛm	jɛm	N;NOM;SG	TRUE
jɛməŋ	jɛməŋ	ADJ	TRUE
jɛməλti	jɛməλ	V;PRS;ARGNO3;ARGNOS	TRUE
jɛməλti	jɛməλsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	TRUE
jɛməλti	jɛməλti	V.PTCP;PRS	TRUE
jɛməλti	jɛməλλəmən	V;PRS;ARGNO1;ARGNOD	TRUE
jɛməλti	jɛməλλət	V;PRS;ARGNO3;ARGNOP	TRUE
jɛŋk	jɛŋk	N;NOM;SG	TRUE
jɛŋk	jɛŋk	ADJ	TRUE
jɛŋk	jɛŋka	N;DAT;SG	TRUE
jɛŋk	jɛŋken	N;PSS2S;NOM;SG	TRUE
jɛŋk	jɛŋkən	N;LOC;SG	TRUE
jɛŋkəŋ	jɛŋkəŋ	ADJ	TRUE
jɛŋta	jɛŋta	ADJ	TRUE
jɛŋtaja	jɛŋtaja	ADV	TRUE
jɛŋta	jɛŋtajən	ADP;LOC	TRUE
jɛrəmti	jɛrəmman	V.CVB	TRUE
jɛrəmti	jɛrəmsəŋən	V;PST;ARGNO3;ARGNOD	TRUE
jɛrəmti	jɛrəmλen	V;PRS;ARGNO2;ARGNOS;ARGACS	TRUE
jɛrəmti	jɛrəmλəti	V;PRS;ARGNO2;ARGNOP	TRUE
jɛrmat	jɛrmat	ADJ	TRUE
jɛrnas	jɛrnas	N;NOM;SG	TRUE
jɛrnas	jɛrnasa	N;DAT;SG	TRUE
jɛrnas	jɛrnasən	N;LOC;SG	TRUE
jɛrnasəŋ	jɛrnasəŋ	ADJ	TRUE
jɛrnas	jɛrnasət	N;PL;NOM	TRUE
jɛrnas	jɛrnasɛm	N;PSS1S;NOM;SG	TRUE
jɛrnas	jɛrnasλaλ	N;PL;PSS3S;NOM	TRUE
jɛrt	jɛrt	N;NOM;SG	TRUE
jɛrt	jɛrta	N;DAT;SG	TRUE
jɛrt	jɛrten	N;PSS2S;SG;NOM	TRUE
jɛrt	jɛrtən	N;LOC;SG	TRUE
jɛrtti	jɛrtəs	V;PST;ARGNO3;ARGNOS	TRUE
jɛrt	jɛrtəλ	N;PSS3S;NOM;SG	TRUE
jɛrt	jɛrtɛm	N;PSS1S;SG;NOM	TRUE
jɛrtti	jɛrtti	V.PTCP;PRS	TRUE
jɛrtti	jɛrtλən	V;PRS;ARGNO2;ARGNOS	TRUE
jɛrt	jɛrλ	N;PSS3S;NOM;SG	TRUE
jɛrtti	jɛrλajət	V;PRS;PASS;ARGNO3;ARGNOP	TRUE
jɛša	jɛša	ADV	TRUE
jɛšawɵλ	jɛšawɵλ	ADV	TRUE
jina	jina	ADV	TRUE
jintəp	jintəp	N;NOM;SG	TRUE
jintəp	jintəpen	N;PSS2S;NOM;SG	TRUE
jintəp	jintəpən	N;LOC;SG	TRUE
jintəp	jintəpəλ	N;PSS3S;NOM;SG	TRUE
jintəp	jintəpλan	N;PL;PSS2S;NOM	TRUE
jintəp	jintəpλaλ	N;PL;PSS3S;NOM	TRUE
jintəp	jintəpλaλa	N;PL;PSS3S;DAT	TRUE
jintəti	jintəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	TRUE
jiŋk	jiŋk	N;NOM;SG	TRUE
jiŋk	jiŋka	N;DAT;SG	TRUE
jiŋk	jiŋken	N;PSS2S;NOM;SG	TRUE
jiŋk	jiŋkən	N;LOC;SG	TRUE
jiŋkəŋ	jiŋkəŋ	ADJ	TRUE
jiŋkəŋ	jiŋkəŋ	ADJ	TRUE
jiŋk	jiŋkət	N;PL;NOM	TRUE
jiŋk	jiŋkəλ	N;PSS3S;NOM;SG	TRUE
jiŋk	jiŋkɛm	N;PSS1S;NOM;SG	TRUE
jiŋk	jiŋkɛmən	N;PSS1D;NOM;SG	TRUE
jiŋki	jiŋki	ADJ	TRUE
jiŋkwoj	jiŋkwoj	N;NOM;SG	TRUE
jiŋkwɵrt	jiŋkwɵrt	N;NOM;SG	TRUE
jiŋkwɵrt	jiŋkwɵrta	N;DAT;SG	TRUE
